0	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2	2.1	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20
1	1960.05914857478	2093.55658052186	2361.00020607464	2571.29886835399	2732.95532189482	2856.23966786155	2948.44130690219	3015.34912620008	3062.59243558787	3095.34724592776	3117.75381907066	3132.81890161862	3142.63214777632	3148.63114100723	3151.8121515527	3152.87594513848	3152.32419814202	3150.52252947639	3147.74193595109	3144.18644277368	3140.01184795463	3113.27592401572	3081.57119914508	3047.92755102513	3013.53066024654	2978.86849480554	2944.13147520505	2909.37302107911	2874.58071777605	2839.71064131594	2804.70487620804	2769.50130507512	2734.03958255408	2698.26531648697	2662.13326438715	2625.61050270691	2588.67908033186	2551.33871697315	2513.60885507268	2475.5305428417	2437.1667109552	2398.60161111375	2359.93823753203	2321.29468466971	2282.79877826528	2244.58212343382	2206.77397043186	2169.49563639728	2132.85600645812	2096.94844826794	2061.84920748278	2027.61710532854	1994.29435001873	1961.90801645109	1930.4719704188
1.01325	1960.09595702263	2093.63255350003	2361.26819819827	2571.83971207095	2733.76867871973	2857.29252332382	2949.69455311343	3016.76215715905	3064.12601619674	3096.96775028673	3119.43515921341	3134.54191279177	3144.383032407	3150.39997179913	3153.59172326029	3154.66096115469	3154.11071072389	3152.30755629068	3149.52319515527	3145.96216804096	3141.7806575157	3114.9975436057	3083.235371764	3049.53032970576	3015.07033566709	2980.34419340595	2945.54261354798	2910.71908042388	2875.86115470486	2840.92486350982	2805.85225295582	2770.5812006555	2735.05140675462	2699.20858992424	2663.00769562434	2626.41607718992	2589.41615857677	2552.00811461942	2514.21194795992	2476.06931920442	2437.64380678356	2399.02030133188	2360.30237726212	2321.60860545295	2283.06714537689	2244.80976717939	2206.96572156279	2169.65616807999	2132.98970927133	2097.05934082219	2061.94088473148	2027.69272026386	1994.35662239581	1961.95925994247	1930.51413108934
2	1961.87043660356	2097.02548086949	2373.65697851492	2597.80410093307	2773.9277025332	2910.28996733487	3013.64696629384	3089.59128810022	3143.73965416607	3181.51885049148	3207.46360970361	3224.96401841976	3236.41483394246	3243.47659721076	3247.30316955951	3248.70611676359	3248.26544664579	3246.40276683002	3243.42964564508	3239.57991638972	3235.0315821517	3205.70142861967	3170.81114691055	3133.75216487682	3095.83874120566	3057.60753901395	3019.26666033319	2980.87446224758	2942.41858952574	2903.85386153547	2865.12204127237	2826.16284320449	2786.92092662365	2747.35090040944	2707.42110897718	2667.1173294937	2626.44546512916	2585.43390246731	2544.13463984395	2502.62357693138	2460.99873618352	2419.37687209253	2377.88873065804	2336.67260997861	2295.86796532052	2255.60871303733	2216.01768064489	2177.20239633107	2139.25249305443	2102.23868466573	2066.21307446905	2031.21045276069	1997.25022171593	1964.33862759738	1932.47105191606
3	1962.8916493751	2098.62314160746	2379.77225828152	2611.41860915801	2795.99289774347	2940.37876326172	3050.81409728337	3132.65112916393	3191.40338888946	3232.58659410581	3260.9545070403	3280.13639933356	3292.72739455305	3300.53789038635	3304.82900033202	3306.48801011186	3306.14849403035	3304.27030936443	3301.19268495914	3297.16972455381	3292.39447995938	3261.4403113747	3224.52569952878	3185.28471162837	3145.11833279737	3104.59683888836	3063.94140782099	3023.21513888018	2982.40732105738	2941.47376051509	2900.35807725739	2859.00355124213	2817.36078354718	2775.39313468013	2733.0810290474	2690.42525910162	2647.44991032465	2604.20384470682	2560.7608490818	2517.21852186923	2473.69483552616	2430.32324400239	2387.24624049585	2344.60855294102	2302.54992955605	2261.19935500746	2220.67019964672	2181.05729842671	2142.43566401211	2104.86065400205	2068.36923685187	2032.98197030376	1998.70534364276	1965.53420891342	1933.45410948696
4	1963.65462195058	2099.60408501596	2383.58939371373	2620.23424534565	2810.72458744075	2960.92248054313	3076.60941628144	3162.90449860421	3225.19647461712	3269.0282074326	3299.29678073973	3319.80534169753	3333.30088486368	3341.70973675947	3346.37675431388	3348.24854232219	3348.00071570543	3346.1231402456	3342.97671679824	3338.83140223667	3333.89201007526	3301.73604615278	3263.30745740638	3222.42862626018	3180.56809262208	3138.32275154449	3095.9246032603	3053.44120099925	3010.86392857998	2968.15046483588	2925.24687904316	2882.10042989153	2838.66763178024	2794.91998026163	2750.84840305095	2706.46644667228	2661.81287039901	2616.95242438002	2571.97502845696	2526.99351185139	2482.13889706823	2437.5544018727	2393.38836364754	2349.7868395496	2306.88685584417	2264.81111614297	2223.66403657423	2183.52981147927	2144.47205066676	2106.53471317479	2069.74393623125	2034.11037357599	1999.63172375271	1966.29521516377	1934.07989837233
5	1964.29464221475	2100.29430303833	2386.2742530876	2626.59737652718	2821.60200810377	2976.35397073439	3096.23456542662	3186.14526455399	3251.34562400425	3297.37484549196	3329.23097620696	3350.8529010849	3365.11078653046	3374.02662034528	3379.01491656526	3381.07186391125	3380.90819403904	3379.0388716226	3375.8429007062	3371.60348036852	3366.53521893108	3333.41807016942	3293.76840759028	3251.56488983295	3208.33232360299	3164.6900301068	3120.87942395873	3076.97225575037	3032.96223976684	2988.80916157721	2944.46188046029	2899.87169908526	2855.00080645967	2809.82819854675	2764.35416849809	2718.60329606937	2672.62665428244	2626.5018946029	2580.33156917985	2534.23984340435	2488.36686642959	2442.86198733245	2397.87625635241	2353.55498384185	2310.03133215624	2267.42165433221	2225.82232978091	2185.30854457692	2145.93465472063	2107.73564063873	2070.72929874371	2034.91878912156	2000.29525065032	1966.84028507649	1934.52819235944
6	1964.86478786746	2100.82159583489	2388.30012691912	2631.49431072971	2830.12532083359	2988.61574535468	3111.99387345353	3204.95946839678	3272.64439006028	3320.56667796162	3353.79834214725	3376.38884876752	3391.31226110761	3400.67255332364	3405.94439587296	3408.16691631504	3408.08137448621	3406.22446679859	3402.99091342415	3398.67537964584	3393.50097036966	3359.57932077063	3318.90043545618	3275.57781407948	3231.18494666069	3186.36074915344	3141.35506840717	3096.24363272366	3051.02256727706	3005.65391869762	2960.08941933424	2914.28442381906	2868.20647735332	2821.84153866144	2775.19835787247	2728.31124214387	2681.24190794361	2634.07863180627	2586.9343397028	2539.94193312202	2493.24818325206	2447.00635747998	2401.36849797448	2356.47808897797	2312.46404855213	2269.43669125356	2227.4851594876	2186.67690898848	2147.05855331769	2108.6577139392	2071.48545868643	2035.53897725388	2000.80423336577	1967.25842411445	1934.87215336981
7	1965.39036510655	2101.24796605349	2389.90155621424	2635.42685594212	2837.07274288527	2998.72896028765	3125.10948525712	3220.72716640676	3290.58987929153	3340.18382602776	3374.63639813955	3398.08968264832	3413.60771072408	3423.36647480395	3428.89389625076	3431.26723227877	3431.25484559761	3429.41280172023	3426.14976649463	3421.77059521355	3416.50592294678	3381.89044731842	3340.3185042298	3296.0229928716	3250.62055525603	3204.76764884681	3158.72181819527	3112.56258108353	3066.28849731895	3019.8639460032	2973.24357198002	2926.38662944413	2879.26585874313	2831.87363145185	2784.22643027513	2736.36725880754	2688.36709820767	2640.32343545582	2592.35764990813	2544.60962775278	2497.23105898119	2450.37767468668	2404.20148510745	2358.84351490145	2314.42853011472	2271.06099636099	2228.82362766189	2187.77711653841	2147.96144762788	2109.39803804393	2072.09235019904	2036.03664659305	2001.21265174979	1967.59397590497	1935.1482270181
8	1965.88522719683	2101.60740313531	2391.2101635623	2638.68253356044	2842.89760375056	3007.29506793413	3136.30671792436	3234.27176311818	3306.07860111818	3357.17488812683	3392.72978582385	3416.96457516066	3433.02259715281	3443.14431941681	3448.90559293364	3451.41810010205	3451.47471890348	3449.64904628865	3446.36234763694	3441.92868895792	3436.58551367027	3401.35878945426	3358.9958621137	3313.83718508846	3267.53844584395	3220.77199953738	3173.80252936917	3126.71317776626	3079.5049346553	3032.14453896224	2984.58953475897	2936.80298448212	2888.76253353203	2840.46659339282	2791.93874756676	2743.22985690962	2694.41911411972	2645.61199006049	2596.93698426525	2548.53963188987	2500.57532227166	2453.20128949994	2406.56876620793	2360.81619467179	2316.06398431259	2272.41132176463	2229.93505791584	2188.68989679297	2148.71004354	2110.01157712067	2072.59517617571	2036.44893153653	2001.55099967917	1967.87198590359	1935.37699749193
